id,level,exp,hp
9400102,167,78961,21870000
9400103,167,78961,21870000
9400110,168,79367,21982500
9400111,168,79367,21982500
9400112,168,7137894,1879500000
9400113,169,8835567,500000000
9400114,50,130,3000
9400120,168,82206,225000000
9400121,170,1447275,225000000
9400122,170,86434,234000000
9400200,55,156,4000
9400201,62,213,6300
9400202,1,3,15
9400203,40,96,1900
9400204,55,156,4000
9400205,90,4727,200000
9400300,170,2494740,150000000
9400303,1,0,1
9400310,8,0,60
9400311,9,0,80
9400312,11,0,155
9400313,27,0,700
9400314,28,0,740
9400315,32,0,800
9400316,58,0,4000
9400317,60,0,4500
9400318,62,0,4800
9400319,20,300,2500
9400320,45,1000,7500
9400321,70,1500,89000
9400322,23,0,2000
9400323,23,0,3000
9400324,23,0,4000
9400325,23,0,5000
9400326,23,0,6000
9400327,50,0,10000
9400328,50,0,11000
9400329,50,0,12000
9400330,50,0,13000
9400331,50,0,14000
9400332,80,0,15000
9400333,80,0,16500
9400334,80,0,18000
9400335,80,0,19500
9400336,80,0,21000
9400400,170,45965,21500000
9400401,170,45965,21500000
9400402,172,81235,22500000
9400403,172,81235,22500000
9400404,174,84308,23500000
9400405,174,84308,23500000
9400406,176,87343,24500000
9400407,176,87343,24500000
9400408,180,10166835,620000000
9400409,180,7379203,450000000
9400410,200,7379203,930000
9400500,1,0,4200
9400501,5,0,600
9400502,5,0,2800
9400503,5,0,300
9400504,1,0,600
9400505,6,0,1000
9400506,10,0,550
9400507,30,0,1200
9400508,27,55,720
9400509,33,72,1200
9400510,35,85,1250
9400511,20,50,350
9400512,30,65,950
9400513,10,17,125
9400514,95,5600,1500000
9400515,38,89,1700
9400516,40,96,1900
9400517,40,96,1900
9400518,30,60,900
9400519,35,60,1400
9400520,35,60,1400
9400521,38,60,1700
9400522,38,60,1700
9400523,27,60,650
9400524,35,60,1400
9400525,40,60,1900
9400526,30,60,900
9400527,32,60,1100
9400528,30,60,900
9400529,30,60,900
9400530,40,60,1900
9400531,39,60,1800
9400533,38,60,1700
9400534,40,60,1900
9400535,40,60,1900
9400536,80,1000,100000
9400537,100,1100,300000
9400538,90,1188,45000
9400539,92,1274,49000
9400540,98,1522,61000
9400541,98,1522,61000
9400542,100,1601,65000
9400543,102,1679,69000
9400544,108,1906,81000
9400545,94,1358,53000
9400546,106,1831,77000
9400547,96,1440,57000
9400548,104,1756,73000
9400549,122,23950,1080000
9400550,120,23950,31500000
9400551,2,7,777
9400552,2,7,777
9400553,200,0,99999
9400554,200,0,99999
9400555,200,0,99999
9400556,21,37,300
9400557,30,1,10
9400558,30,73,850
9400559,50,55,2000
9400560,50,115,1800
9400561,60,224,6800
9400562,60,224,6800
9400563,40,120,1930
9400564,100,1,1000000
9400565,21,36,300
9400566,1,0,100000
9400567,1,0,3
9400568,20,41,350
9400569,60,5200,50000000
9400570,15,30,250
9400571,120,15000,315000000
9400572,60,230,7000
9400573,118,2261,101000
9400574,120,2328,105000
9400575,124,24610,1130000
9400576,116,2191,97000
9400577,118,2261,101000
9400578,116,2191,97000
9400579,118,2261,101000
9400580,114,2122,93000
9400581,116,2191,97000
9400582,126,2546,118000
9400583,96,1440,57000
9400584,96,1440,57000
9400585,110,1979,85000
9400586,110,1979,85000
9400587,112,2051,89000
9400588,112,2051,89000
9400589,120,1662096,250000000
9400590,120,1385087,250000000
9400591,120,1454339,500000000
9400592,120,1523591,350000000
9400593,120,1523591,350000000
9400594,120,1940,3150000
9400595,20,1940,375
9400596,120,50000,5000000
9400597,120,50000,5000000
9400598,200,999,9999999
9400599,120,999,100000
9400600,30,999,900
9400601,20,33,350
9400602,25,58,600
9400603,40,100,1300
9400604,45,120,2000
9400605,60,200,4400
9400606,70,280,13000
9400607,15,30,250
9400608,60,5200,50000000
9400609,25,60,2500
9400610,25,60,2500
9400611,25,60,2500
9400612,25,60,2500
9400613,25,60,2500
9400614,8,15,80
9400615,10,20,120
9400616,15,26,250
9400617,7,15,75
9400618,22,38,550
9400619,24,42,500
9400620,10,18,250
9400621,22,35,300
9400622,20,32,350
9400623,25,60,2500
9400630,60,10000,1000000
9400631,60,10000,1000000
9400632,70,30000,2000000
9400633,32,5250,180000
9400634,5,10,500
9400635,35,5000,14000000
9400636,5,10,500
9400637,35,5000,14000000
9400638,20,40,500
9400639,50,135,3300
9400640,70,300,11000
9400641,30,2711,50000
9400642,50,6950,210000
9400643,70,11200,810000
9400644,10,100,1000
9400645,8,10,500
9400646,8,10,500
9400647,15,25,200
9400648,30,60,1300
9400649,30,60,1950
9400650,50,140,2950
9400651,50,145,3950
9400652,65,300,10000
9400653,65,310,13000
9400654,70,30000,150000000
9400655,8,15,80
9400656,10,20,120
9400657,15,26,250
9400658,143,3320,200000
9400659,174,6943,470000
9400660,160,5116,330000
9400661,135,2750,160000
9400704,200,0,9999
9400706,8,10,2000
9400707,30,0,1
9400708,20,182,54000
9400709,50,543,162000
9400710,60,350000,324000
9400711,1,0,75600
9400712,10,16,10
9400713,10,20,120
9400714,1,20,1
9400715,1,20,1
9400716,1,20,1
9400717,1,20,1
9400718,1,20,1
9400719,1,20,1
9400720,1,20,1
9400721,1,20,1
9400722,1,20,1
9400723,1,20,1
9400724,1,20,1
9400725,36,830,15000
9400726,45,1120,24000
9400727,50,1300,30000
9400728,60,1940,55000
9400729,100,13340,650000
9400730,106,15260,770000
9400731,113,17390,910000
9400732,117,18550,990000
9400733,119,19120,1030000
9400734,110,16490,850000
9400735,50,16490,20000
9400736,10,16490,1000
9400737,50,16490,20000
9400738,50,16490,20000
9400739,10,16490,1000
9400740,50,16490,20000
9400741,110,16490,850000
9400742,1,16490,2090000000
9400743,10,70,1600
9400744,10,2500,100000
9400745,10,1000,50000
9400746,10,300,20000
9400747,10,250,45000
9400748,10,1000,400000
9400749,50,120,2150
9400750,40,100,1300
9400751,30,0,2000000
9400752,30,0,2000000
9400753,70,280,13000
9400754,70,280,13000
9400755,25,58,600
9400758,30,0,10000000
9400759,30,0,10000000
9400760,30,0,10000000
9400761,30,0,10000000
9400762,30,0,40000000
9400763,5,0,60000
9400764,5,0,60000
9400765,5,0,3000
9400766,5,0,3000
9400767,5,0,3000
9400768,5,0,3000
9400769,5,0,3000
9400770,5,0,3000
9400771,5,0,3000
9400772,5,0,3000
9400773,5,0,3000
9400774,5,0,3000
9400775,5,0,3000
9400776,5,0,3000
9400777,5,0,3000
9400778,5,0,3000
9400779,5,0,3000
9400780,5,0,3000
9400781,5,0,3000
9400782,5,0,3000
9400783,5,0,1000
9400784,5,0,1000
9400785,5,0,1000
9400786,5,0,1000
9400787,5,0,1000
9400788,5,0,1000
9400789,30,0,1400000
9400790,5,0,3000
9400791,5,0,3000
9400792,5,0,3000
9400793,5,0,3000
9400794,5,0,3000
9400795,5,0,3000
9400796,10,0,1000
9400797,70,0,100000
9400798,125,0,1
9400799,6,0,3000000
9400800,24,50,495
9400802,114,42440,1860000
9400803,112,42440,89000
9400804,112,42440,89000
9400805,110,1979,85000
9400806,112,2051,89000
9400807,110,1979,85000
9400808,112,2051,89000
9400809,110,2051,330000000
9400810,110,2051,85000
9400811,110,2051,85000
9400812,30,0,20000000
9400813,30,0,1000000000
9400900,10,80,99000000
9400901,10,80,88000000
9400902,10,80,110000000
9400903,10,80,33000000
9400904,10,80,33000000
9400905,10,80,22000000
9400906,10,80,22000000
9400907,10,80,27500000
9400908,10,80,30000000
9400909,10,80,25300000
9400910,10,80,25300000
9400911,10,80,1
9400912,10,80,99999
9400920,10,1,999
9400921,10,1,999
9400922,10,1,19980
9400923,10,1,999000
9400924,10,0,125
9400925,10,0,125
9400926,10,1,19980
9400927,10,0,125
9400928,10,0,125
9400929,31,0,99999999
9400930,31,0,35000
9400931,61,0,90000
9400932,190,204000000,2100000000
9400933,1,1,1
9400934,180,62900000,2100000000
9400935,190,0,2100000000
9400936,190,22000000,2000000000
9400937,195,22000000,2100000000
9400938,190,22000000,2100000000
9400939,120,22000000,315000000
9400940,190,11122320,210000000
9400941,190,11122320,210000000
9400942,190,22000000,210000000
9400943,190,22000000,210000000
9400944,10,0,7100
9400945,10,0,7100
9400946,10,0,7100
9400947,10,0,9
9400948,10,0,9
9400949,10,0,10000
9400950,10,0,10000
9401011,100,0,500000
9401012,100,0,430000
9401013,100,0,380000
9401014,10,1,1
9401015,10,1,1
9401016,10,1,1
9401017,10,1,1
9401018,10,1,1
9401019,10,1,1
9401020,10,1,1
9401021,10,1,1
9401022,10,1,1
9401023,10,1,1
9401024,10,1,1
9401025,10,1,1
9401026,10,1,1
9401027,10,1,1
9401028,10,1,1
9401029,10,1,1
9401030,10,1,1
9401031,10,1,1
9401032,10,1,1
9401033,10,1,1
9401034,10,1,1
9401035,10,1,1
9401040,190,1000000,2000000000
9402000,10,1,99999999
9402001,10,10,125
9402002,10,10,125
9402003,10,10,125
9402004,10,10,125
9402005,10,10,125
9402006,10,10,125
9402007,10,10,125
9402008,10,10,125
9402009,10,10,125
9402010,10,10,125
9402011,10,10,125
9402012,10,10,125
9402013,10,10,125
9402014,33,86,2400
9402015,33,86,2400
9402016,33,86,2400
9402017,33,86,2400
9402018,33,86,2400
9402019,33,86,2400
9402020,33,86,2400
9402021,33,86,2400
9402022,33,86,2400
9402023,10,17,100000
9402024,10,17,1
9402025,110,17,330000000
9402026,110,17,330000000
9402027,1,17,1
9402028,10,100,10
9402029,10,100,10
9402030,10,100,10
9402031,10,100,10
9402032,10,100,10
9402033,10,100,10
9402034,10,100,10
9402035,10,100,10
9402036,10,100,10
9402037,10,100,10
9402038,10,100,10
9402039,10,100,10
9402040,10,100,1
9402041,10,100,1
9402042,10,100,125
9402043,10,100,125
9402044,10,100,125
9402045,75,10,1000
9402046,75,10,1000
9402047,75,10,1000
9402048,75,10,1000
9402049,75,10,1000
9402050,75,10,1000
9402051,75,10,1000
9402052,75,10,1000
9402053,75,10,1000
9402054,75,17,125
9402055,75,10,125
9402056,75,10,125
9402057,75,10,125
9402058,10,17,125
9402059,10,17,125
9402060,10,17,125
9402061,10,17,125
9402062,10,17,125
9402063,10,17,125
9402064,10,17,125
9402065,10,10,125
9402066,10,10,125
9402067,10,10,125
9402068,10,10,125
9402069,10,10,125
9402070,10,10,125
9402071,33,10,500
9402072,33,10,500
9402073,33,10,500
9402074,33,10,2000
9402075,33,10,500
9402080,33,0,9999
9402081,33,0,9999
9402082,33,0,9999
9402083,33,0,9999
9402084,33,0,19998
9402085,33,0,19998
9402086,33,0,19998
9402087,33,0,19998
9402088,33,0,19998
9402089,33,112,9999
9402090,33,0,29970
9402091,33,0,29970
9402092,33,0,29970
9402093,33,0,2997
9402094,33,0,29970
9402095,33,0,29970
9402096,33,0,29970
9402097,33,0,1
9402098,33,0,1
9402099,33,0,1
9402100,33,0,1
9402101,33,0,1
9402102,33,0,1
9402103,33,0,1
9402104,33,0,1
9402105,33,0,1
9402106,33,0,9999
9402107,33,0,9999
9402108,33,0,9999
9402109,33,0,9999
9402110,33,0,1619775
9402111,33,0,1619775
9402112,33,0,1619775
9402113,33,0,1619775
9402114,33,0,1619775
9402115,33,112,2400
9402116,33,0,9999
9402117,33,0,9999
9402118,33,0,9999
9402119,33,0,9999
9402120,33,0,1
9402128,190,0,2000000000
9402129,33,100,100
9402130,33,100,100
9402131,33,100,100
9402132,33,100,100
9402133,10,0,10
9402134,10,0,10
9402135,1,0,3000
9402136,33,100,100
9402137,33,100,2000000000
9402138,190,100,2000000000
9402139,1,1,1
9402140,190,1,2000000000
9402141,33,10,125
9402142,33,10,125
9402143,33,10,125
9402144,33,10,125
9402145,10,10,125
9402146,10,10,125
9402147,10,10,125
9402148,90,5200,220000
9402149,140,6328,1134300
9402150,17,30,300
9402151,103,1789,150520
9402152,250,1,999999999
9402153,250,1,999999999
9402154,250,1,999999999
9402155,250,1,999999999
9402156,250,1,999999999
9402157,250,1,999999999
9402158,250,1,999999999
9402159,250,1,999999999
9402160,250,1,999999999
9402161,250,1,999999999
9402170,10,0,499999999
9402171,10,0,499999999
9402172,10,0,499999999
9402173,10,0,499999999
9402174,10,0,499999999
9402175,1,17,125
9402176,1,17,125
9402177,1,17,125
9402178,33,17,125
9402179,33,17,125
9402180,33,17,125
9402181,33,17,125
9402182,33,0,35
9402183,33,0,35
9402184,1,1,30
9402185,1,1,35
9402186,1,1,35
9402187,1,1,35
9402188,1,1,30
9402190,33,0,822500
9402191,33,0,2350000
9402192,33,0,1645000
9402193,33,0,2350000
9402194,33,0,3877500
9402195,33,0,3877500
9402196,33,0,999999999
9402197,33,0,1470000000
9402198,33,0,1645000
9402199,33,0,4700000
9402200,33,0,822500
9402201,33,0,2350000
9402202,33,0,1645000
9402203,33,0,2350000
9402204,1,0,50000
9402205,1,0,50000
9402206,33,0,100000
9402207,10,0,500000000
9402208,33,0,1645000
9402209,110,1,50
9402210,1,1,40000
9402211,115,1000000,140000000
9402212,33,0,7050000
9402216,33,0,822500
9402217,33,0,2350000
9402218,33,0,1645000
9402219,33,0,2350000
9402220,33,0,822500
9402221,33,0,2350000
9402222,33,0,1645000
9402223,33,0,2350000
9402224,33,0,999999999
9402225,75,10,1000
9402226,30,10,1000
9402227,33,7062,200
9402228,33,7062,453600
9402229,33,7062,406890
9402340,10,0,1000000
9409011,120,2910,105000
9409012,112,2563,89000
9409013,104,2194,73000
9409014,96,1800,57000
9409015,86,1264,37000
9409016,78,793,21000
9409017,70,444,10000
9409018,140,120000,8000000
9409019,15,120000,6000000
9409020,15,120000,6000000
9409021,15,120000,6000000
9410000,23,40,465
9410001,25,46,525
9410002,42,103,2100
9410003,40,96,1900
9410004,47,119,2640
9410005,38,89,1700
9410006,38,89,1700
9410007,38,89,1700
9410008,50,130,3000
9410009,36,83,1500
9410010,50,130,3000
9410011,36,83,1500
9410012,60,83,5500
9410013,60,194,5500
9410014,85,194,35000
9410015,85,4230,230000
9410147,1,4230,1
9410148,1,4230,1
9410149,1,4230,1
9410150,1,4230,1
9410151,1,4230,1
9410156,10,17,125
9410157,10,17,125
9410158,10,17,125
9410159,10,17,125
9410161,10,17,125
9410165,1,17,1
9410166,1,17,1
9410167,1,17,1
9410168,1,17,1
9410169,1,17,1
9410170,1,17,1
9410171,1,17,1
9410172,1,17,1
9410173,1,17,1
9410174,1,17,1
9410175,1,17,1
9410176,1,17,1
9410177,1,17,1
9410178,1,17,1
9410179,1,17,1
9410180,1,17,1
9410181,1,17,1
9410182,1,17,1
9410183,1,17,1
9410184,1,17,1
9410185,1,17,10000000
9410186,1,17,1
9410187,1,17,1
9410188,1,17,1
9410189,1,17,1
9410190,1,17,1
9410191,1,17,1
9410192,1,17,1
9410193,1,17,1
9410194,1,17,1
9410198,1,17,1
9410199,10,17,1
9410200,10,17,1
9410201,10,17,1
9410202,10,17,1
9410203,10,17,1
9410204,10,17,1
9410205,10,17,1
9410206,10,17,1
9410207,10,17,1
9410208,10,17,1
9410209,10,17,1
9410210,10,17,1
9410211,10,17,1
9410212,10,17,1
9410213,10,17,1
9410214,10,17,1
9410215,10,17,1
9410216,10,17,1
9410217,1,17,10000000
9410218,10,17,1
9410219,10,17,1
9410248,10,17,1
9410543,60,13,6000
9410544,35,79,1400
9410545,1,10,10
9410546,1,10,10
9410547,35,79,1400
9410548,1,10,10
9410549,152,4004,250000
9410550,35,79,1400
9410551,1,10,10
9410552,1,10,250000
9410555,1,10,500000
9410556,1,10,500000
9410557,1,10,500000
9410558,1,10,10
9410559,1,10,10
9410560,105,10,1875000
9410561,100,10,5000
9410562,1,10,500000
9410563,1,10,10
9410625,60,194,5500
9410626,60,194,5500
9410627,60,194,5500
9410628,85,966,35000
9410629,85,966,35000
9410630,85,966,35000
9410631,105,1914,75000
9410632,105,1914,75000
9410633,105,1914,75000
9410634,130,4996,135000
9410635,130,4996,135000
9410636,130,4996,135000
9410637,155,12325,280000
9410638,155,12325,280000
9410639,155,12325,280000
9410640,180,27574,530000
9410641,180,27574,530000
9410642,180,27574,530000
9410801,200,0,10000000
9410802,110,0,330000000
9410803,110,0,330000000
9410804,110,0,330000000
9410805,110,0,330000000
9410806,110,0,330000000
9410807,50,900,135000
9410808,50,900,135000
9410809,50,900,135000
9410810,110,900,330000000
9410811,200,0,10000000
9410812,110,0,330000000
9410813,110,0,330000000
9410814,110,0,330000000
9410815,110,0,330000000
9410816,110,0,330000000
9410817,50,900,135000
9410818,50,900,135000
9410819,50,900,135000
9410820,110,900,330000000
9410821,200,0,8000000
9410825,200,0,8000000
9410830,200,0,2950000
9410831,200,0,1300000
9410832,200,0,1650000
9410835,200,0,2950000
9410836,200,0,1300000
9410837,200,0,1650000
9410850,10,0,15000
9410851,10,0,10000
9410852,10,0,100000
9410853,10,0,12000
9410854,10,0,12000
9410855,10,0,50000
9410856,10,0,4000
9410857,10,0,50000
9410858,10,0,7000
9410859,10,0,10000
9410860,10,0,15000
9410861,10,0,100000
9410862,190,0,2000000000
9410863,210,0,10000000
9410864,210,0,10000000
9410865,210,0,10000000
9410866,160,0,100000000
9410867,160,0,100000000
9410868,160,0,100000000
9410869,190,0,2000
9410870,210,0,1875000
9410871,100,0,1000
9410872,100,0,1000
9410873,190,0,2000000000
9410874,190,0,2000000000
9410875,190,0,2000000000
9410876,210,0,1875000
9410877,100,0,10000
9410878,10,0,10000
9410879,10,0,10000
9410880,10,0,10000
9410881,100,0,10000
9410882,100,0,10000
9410883,100,0,10000
9410884,190,0,2000000000
9410885,100,0,1000
9420000,28,53,720
9420001,8,13,95
9420002,60,194,5500
9420003,40,96,1900
9420004,25,44,525
9420005,15,26,250
9420015,15,1500,50000000
9420018,10,45,15000
9420019,10,45,5000
9420020,10,40,8000
9420021,10,40,8000
9420022,10,45,10000
9420023,10,50,20000
9420024,30,65,8550
9420025,30,70,5700
9420026,30,60,5700
9420027,30,60,5700
9420028,30,65,5700
9420029,30,75,8550
9420030,60,950,90720
9420031,60,900,60480
9420032,60,850,60480
9420033,60,850,60480
9420034,60,900,60480
9420035,60,950,90720
9420036,120,10000,1890000
9420037,120,9500,1260000
9420038,120,9000,1260000
9420039,120,9000,1260000
9420040,120,9500,1260000
9420041,120,10000,1890000
9420042,30,90,22800
9420043,60,1000,241920
9420044,120,12000,5040000
9420045,30,85,17100
9420046,60,900,181440
9420047,120,11500,3780000
9420048,30,80,11400
9420049,60,800,120960
9420050,120,11000,2520000
9420051,30,80,45600
9420052,60,900,383040
9420053,120,10000,10080000
9420054,30,70,22800
9420055,60,900,241920
9420056,120,10000,5040000
9420057,30,9000,45600
9420058,60,100000,604800
9420059,120,1200000,11200000
9420060,30,8500,34200
9420061,60,95000,453600
9420062,120,1150000,8400000
9420063,30,0,100
9420064,30,0,100
9420065,30,42500,91200
9420066,60,475000,1209600
9420067,120,5750000,22400000
9420068,30,5750000,10
9420069,30,1350,30000
9420070,30,1350,40000
9420071,30,1450,30000
9420072,30,1500,40000
9420073,30,1600,72000
9420074,30,1800,50000
9420075,10,1800,20000
9420076,10,1800,16000
9420077,10,1800,14000
9420078,1,2400,1050
9420079,1,2400,930
9420080,1,2400,1050
9420081,1,2400,1
9420082,1,2400,1
9420083,1,2400,1
9420084,1,161,7000
9420085,1,11,7000
9420086,1,11,1
9420087,1,162,7000
9420088,1,1,5
9420089,1,1,1
9420090,30,65,8550
9420091,200,0,10000000
9420092,30,60,5700
9420093,30,65,5700
9420094,30,60,5700
9420095,30,60,5700
9420096,30,6000,20000
9420097,30,6000,1000000
9420098,1,6000,5
9420099,70,0,5000000
9420100,70,0,5000000
9420101,70,0,5000000
9420102,70,0,5000000
9420103,200,0,10000000
9420104,60,950,90720
9420105,120,10000,1890000
9420106,60,900,60480
9420107,120,9500,1260000
9420108,60,850,60480
9420109,120,9000,1260000
9420112,60,6000,20000
9420113,120,6000,20000
9420114,30,60,5700
9420115,60,850,60480
9420116,120,9000,1260000
9420117,30,65,5700
9420118,60,900,60480
9420119,120,9500,1260000
9420120,30,70,5700
9420121,60,900,60480
9420122,120,9500,1260000
9420123,1,123,3200
9420124,1,12,4000
9420125,1,9,5000
9420126,1,9,1
9420127,1,9,1
9420128,1,129,4000
9420129,1,143,5000
9420130,1,143,4000
9420131,1,158,5000
9420132,1,0,3
9420133,30,1200,30000
9420134,10,0,10000
9420135,10,0,10000
9420137,190,75000000,2100000000
9420138,1,75000000,40000
9420139,190,75000000,2100000000
9420500,147,4312,220000
9420501,149,4473,230000
9420502,145,4149,210000
9420503,148,4393,225000
9420504,151,4633,240000
9420505,152,4975,250000
9420506,146,4231,215000
9420507,150,4513,235000
9420508,153,4975,260000
9420509,154,5144,270000
9420510,155,5312,280000
9420511,156,5479,290000
9420512,157,5646,300000
9420513,160,2000000,170000000
9420514,160,6139,330000
9420515,161,6301,340000
9420516,162,6463,350000
9420517,165,6942,370000
9420518,163,6624,360000
9420519,167,7256,400000
9420520,160,7256,10
9420521,170,11000000,450000000
9420522,170,11000000,450000000
9420523,165,6942,370000
9420524,165,6942,370000
9420525,30,60,900
9420526,30,60,900
9420527,131,2863,140000
9420528,132,2983,145000
9420529,134,3203,155000
9420530,133,3103,150000
9420531,137,3476,170000
9420532,138,3562,175000
9420533,135,3303,160000
9420534,136,3390,165000
9420535,139,3647,180000
9420536,140,3732,185000
9420537,141,3816,190000
9420538,142,3900,195000
9420539,143,3983,200000
9420540,144,4066,205000
9420541,150,4066,10
9420542,150,700000,100000000
9420543,150,1000000,150000000
9420544,150,2000000,200000000
9420545,138,3562,175000
9420546,150,3562,10
9420547,150,700000,100000000
9420548,150,1000000,150000000
9420549,150,2000000,200000000
9420550,137,3476,170000
9420564,3,0,5000000
9420567,3,0,15000000
9420568,35,0,1400
9420569,60,224,6600
9420570,100,1334,80000
9420620,80,396000,5280000
9420621,75,396000,300000
9421500,0,0,100
9421501,0,0,100
9421502,0,0,100
9421503,0,0,200
9421504,0,0,200
9421505,1,0,200
9421506,0,0,100
9421507,1,0,200
9421508,13,23,200
9421509,14,24,225
9421510,15,26,250
9421511,17,30,300
9421512,19,33,350
9421513,20,35,375
9421514,21,37,405
9421515,120,0,210000000
9421516,120,0,210000000
9421517,120,0,105000
9421518,120,0,210000000
9421519,120,0,210000000
9421520,120,0,210000000
9421521,120,0,210000000
9421562,160,150410,3379200
9421563,157,13381,2218500
9421564,26,13381,8000
9421565,26,13381,580
9421566,26,13381,580
9421567,29,13381,50000
9421568,130,4996,684450
9421569,140,7352,1087800
9421570,155,12325,2020200
9421571,28,12325,720
9421572,1,12325,200
9421575,120,12325,10000000
9421576,120,12325,10000000
9421577,175,104529,700000000
9421578,175,104529,700000000
9421579,175,104529,600000000
9421581,129,884000,1000000000
9421582,160,884000,2090000000
9421583,195,884000,2100000000
9421584,160,884000,2090000000
9421585,200,884000,10000000
9421586,195,884000,2100000000
9421587,195,884000,2100000000
9421588,195,884000,2100000000
9421589,195,90000000,2100000000
9430000,45,134,4800
9430001,45,134,4800
9430002,45,134,4800
9430003,45,134,4800
9430004,45,134,4800
9430005,45,134,4800
9430006,45,134,4800
9430007,45,134,4800
9430008,45,134,4800
9430009,45,134,4800
9430010,45,134,4800
9430011,45,134,4800
9430012,75,484,30000
9430013,75,484,30000
9430014,75,484,30000
9430015,75,484,30000
9430016,75,484,30000
9430017,75,484,30000
9430018,75,484,30000
9430019,75,484,30000
9430020,75,484,30000
9430021,75,484,30000
9430022,75,484,30000
9430023,75,484,30000
9430024,105,1914,165750
9430025,105,1914,165750
9430026,105,1914,165750
9430027,105,1914,165750
9430028,105,1914,165750
9430029,105,1914,165750
9430030,105,1914,165750
9430031,105,1914,165750
9430032,105,1914,165750
9430033,105,1914,165750
9430034,105,1914,165750
9430035,105,1914,165750
9430036,135,6138,876000
9430037,135,6138,876000
9430038,135,6138,876000
9430039,135,6138,876000
9430040,135,6138,876000
9430041,135,6138,876000
9430042,135,6138,876000
9430043,135,6138,876000
9430044,135,6138,876000
9430045,135,6138,876000
9430046,135,6138,876000
9430047,135,6138,876000
9430048,165,17910,4142000
9430049,165,17910,4142000
9430050,165,17910,4142000
9430051,165,17910,4142000
9430052,165,17910,4142000
9430053,165,17910,4142000
9430054,165,17910,4142000
9430055,165,17910,4142000
9430056,165,17910,4142000
9430057,165,17910,4142000
9430058,165,17910,4142000
9430059,165,17910,4142000
9450004,160,4440713,15000
9450005,150,42150,20000
9450006,150,42150,20000
9450007,150,42150,20000
9450008,150,42150,20000
9450009,150,42150,20000
9450010,160,8881425,2000000000
9450011,150,42150,10000
9450012,150,42150,2500000
9450013,160,204288,60000000
9450014,160,13322138,2000000000
9450015,160,13322138,2100000000
9450016,160,13322138,2100000000
9450017,160,13322138,2000000000
9450018,160,13322138,2000000000
9450019,160,13322138,2000000000
9450020,160,17762850,2100000000
9450021,150,42150,4000
9450022,160,22000000,2000000000
9450023,160,22000000,2000000000
9450024,150,11000,235000
9450025,160,12000,265000
9450026,150,9900,235000
9450027,160,11000,255000
9450030,150,11230,235000
9450031,150,7800,70000
9450032,150,7800,70000
9450033,150,7800,70000
9450034,150,8800,650000
9450035,160,8800,2000
9450036,150,121000,240000
9450037,160,121000,80000
9450038,160,121000,300000
9450039,160,121000,500000
9450040,160,220000,10000000
9450041,160,18760,2700000
9450042,125,18760,1
9450043,150,42150,10000
9450044,150,42150,10000
9450045,150,42150,10000
9450046,150,42150,10000
9450047,150,42150,4000
9450048,150,42150,4000
9450049,150,42150,4000
9450050,150,42150,4000
9450051,160,18760,2700000
9450052,160,18760,2000000000
9450053,150,42150,1000
9450054,150,42150,1000
9450055,150,42150,1000
9450056,150,42150,1000
9450057,150,42150,1000
9450058,160,42150,500000
9450059,160,42150,500000
9450060,150,42150,500000
9450061,150,42150,500000
9450062,160,1480000,5000
9450063,160,2960000,40000000
9450064,160,4440000,35000000
9450065,160,5920000,30000000
9450066,160,14800000,50000000
9450067,150,42150,5000
9450068,150,42150,5000
9450069,150,42150,5000
9450070,150,42150,5000
9450071,150,42150,10000
9460022,10,1650,100
9460023,10,1650,100
9460024,10,1650,100
9460025,10,1650,100
9460026,190,0,10
9460028,250,0,500000
9460029,10,0,100
9460030,10,0,100
9460031,10,0,2000000000
9460032,10,1650,100
9460033,65,1650,700000
9460034,65,1650,700000
9460035,65,1650,700000
9460036,65,1650,700000
9460037,65,1650,700000
9460038,65,1650,700000
9480000,10,1,1
9480001,10,1,1
9480002,10,1,1
9480003,10,1,1
9480004,10,1,1
9480005,10,1,1
9480006,10,1,1
9480010,100,1250000,600000000
9480011,120,2500000,900000000
9480012,140,5000000,1200000000
9480013,160,8000000,1500000000
9480014,180,20000000,1800000000
9480015,200,30000000,2100000000
9480019,1,1,1
9480020,1,1,1
9480021,1,1,1
9480022,1,1,1
9480023,1,1,1
9480024,1,1,1
9480025,1,1,1
9480026,1,1,1
9480027,1,1,1
9480028,1,1,1
9480029,1,1,1
9480030,1,1,1
9480031,1,1,1
9480032,1,1,1
9480033,1,1,1
9480034,1,1,1
9480035,1,1,1
9480036,1,1,1
9480037,1,1,1
9480038,1,1,1
9480039,1,1,1
9480040,1,1,1
9480041,1,1,1
9480042,1,1,1
9480043,1,1,1
9480044,1,1,1
9480045,1,1,1
9480046,1,1,1
9480047,1,1,1
9480048,1,1,1
9480049,1,1,1
9480050,1,1,1
9480051,1,1,1
9480052,1,1,1
9480053,1,1,1
9480054,1,1,1
9480055,1,1,1
9480056,1,1,1
9480057,1,1,1
9480058,1,1,1
9480059,1,1,1
9480060,1,1,1
9480061,1,1,1
9480062,1,1,1
9480063,1,1,1
9480064,1,1,1
9480065,1,1,1
9480066,1,1,1
9480067,1,1,1
9480068,1,1,1
9480069,1,1,1
9480070,1,1,1
9480071,1,1,1
9480072,1,1,1
9480073,1,1,1
9480074,1,1,1
9480075,1,1,1
9480076,1,1,1
9480077,1,1,1
9480078,1,1,1
9480079,1,1,1
9480080,1,1,1
