"id","name","level","exp","boss","HP","MP","exp_div_hp"
"2500702","Iron-Heart Bloodfang","140","87273","1","66666667","30000","0.001309094993454525"
"2500703","Iron-Heart Bloodfang","170","111364","1","133333333","30000","8.35230002088075E-4"
"2500710","Iron-Heart Bloodfang","50","8750","1","5000000","30000","0.00175"
"2500711","Iron-Heart Bloodfang","90","28000","1","25000000","30000","0.00112"
"2500712","Iron-Heart Bloodfang","140","96000","1","100000000","30000","9.6E-4"
"2500713","Iron-Heart Bloodfang","170","122500","1","200000000","30000","6.125E-4"
"2500800","Bloodfang","50","840","1","100000","10000","0.0084"
"2500801","Bloodfang","90","3360","1","500000","10000","0.00672"
"2500802","Bloodfang","140","11520","1","2000000","10000","0.00576"
"2500803","Bloodfang","170","16800","1","4000000","10000","0.0042"
"2500810","Elite Bloodfang","50","1400","1","200000","20000","0.007"
"2500811","Elite Bloodfang","90","5600","1","1000000","20000","0.0056"
"2500812","Elite Bloodfang","140","19200","1","4000000","20000","0.0048"
"2500813","Elite Bloodfang","170","28000","1","8000000","20000","0.0035"
"2500820","Infernal Bloodfang","50","7955","1","3333333","30000","0.002386500238650024"
"2500821","Infernal Bloodfang","90","25455","1","16666667","30000","0.0015272999694540006"
"2500822","Infernal Bloodfang","140","87273","1","66666667","30000","0.001309094993454525"
"2500823","Infernal Bloodfang","170","111364","1","100000000","30000","0.00111364"
"2500830","Bloodfang","50","924","1","150000","10000","0.00616"
"2500831","Bloodfang","90","3696","1","750000","10000","0.004928"
"2500832","Bloodfang","140","12672","1","3000000","10000","0.004224"
"2500833","Bloodfang","170","18480","1","6000000","10000","0.00308"
"2500840","Elite Bloodfang","50","1540","1","300000","20000","0.0051333333333333335"
"2500841","Elite Bloodfang","90","6160","1","1500000","20000","0.0041066666666666665"
"2500842","Elite Bloodfang","140","21120","1","6000000","20000","0.00352"
"2500843","Elite Bloodfang","170","30800","1","12000000","20000","0.0025666666666666667"
"2500850","Infernal Bloodfang","50","8750","1","5000000","30000","0.00175"
"2500851","Infernal Bloodfang","90","28000","1","25000000","30000","0.00112"
"2500852","Infernal Bloodfang","140","96000","1","100000000","30000","9.6E-4"
"2500853","Infernal Bloodfang","170","122500","1","200000000","30000","6.125E-4"
"2500900","Altar of Genesis","170","","0","2000000000","1000000000",""
"2500901","Altar of Genesis","170","","0","2000000000","1000000000",""
"2500902","Altar of Genesis","170","","0","2000000000","1000000000",""
"2500903","Altar of Genesis","170","","0","2000000000","1000000000",""
"2500904","Altar of Genesis","170","","0","2000000000","1000000000",""
"2500905","Altar of Genesis","170","","0","2000000000","1000000000",""
"2500906","Altar of Genesis","170","","0","2000000000","1000000000",""
"2501000","Altar of Healing","170","","0","2000000000","1000000000",""
"2501001","Altar of Healing","170","","0","2000000000","1000000000",""
"2501002","Altar of Healing","170","","0","2000000000","1000000000",""
"2501003","Altar of Healing","170","","0","2000000000","1000000000",""
"2501010","Altar of Healing","170","","0","2000000000","1000000000",""
"2501011","Altar of Healing","170","","0","2000000000","1000000000",""
"2501012","Altar of Healing","170","","0","2000000000","1000000000",""
"2501013","Altar of Healing","170","","0","2000000000","1000000000",""
"2510000","Cygnus Hastati","50","0","0","13200","10000","0.0"
"2510001","Cygnus Hastati","90","0","0","86400","10000","0.0"
"2510002","Cygnus Hastati","140","0","0","480000","10000","0.0"
"2510003","Cygnus Hastati","170","0","0","1080000","40000","0.0"
"2510010","Elite Cygnus Hastati","50","0","0","33000","20000","0.0"
"2510011","Elite Cygnus Hastati","90","0","0","216000","20000","0.0"
"2510012","Elite Cygnus Hastati","140","0","0","1200000","20000","0.0"
"2510013","Elite Cygnus Hastati","170","0","0","2700000","20000","0.0"
"2510020","Cygnus Hastati","50","","0","19800","10000",""
"2510021","Cygnus Hastati","90","","0","129600","10000",""
"2510022","Cygnus Hastati","140","","0","720000","10000",""
"2510023","Cygnus Hastati","170","","0","1620000","40000",""
"2510030","Elite Cygnus Hastati","50","","0","49500","20000",""
"2510031","Elite Cygnus Hastati","90","","0","324000","20000",""
"2510032","Elite Cygnus Hastati","140","","0","1800000","20000",""
"2510033","Elite Cygnus Hastati","170","","0","4050000","20000",""
"2510100","Cygnus Centurion","50","0","0","15840","10000","0.0"
"2510101","Cygnus Centurion","90","0","0","103680","10000","0.0"
"2510102","Cygnus Centurion","140","0","0","576000","10000","0.0"
"2510103","Cygnus Centurion","170","0","0","1296000","40000","0.0"
"2510110","Elite Cygnus Centurion","50","0","0","39600","20000","0.0"
"2510111","Elite Cygnus Centurion","90","0","0","259200","20000","0.0"
"2510112","Elite Cygnus Centurion","140","0","0","1440000","20000","0.0"
"2510113","Elite Cygnus Centurion","170","0","0","3240000","400000","0.0"
"2510120","Cygnus Centurion","50","","0","23760","10000",""
"2510121","Cygnus Centurion","90","","0","155520","10000",""
"2510122","Cygnus Centurion","140","","0","864000","10000",""
"2510123","Cygnus Centurion","170","","0","1944000","40000",""
"2510130","Elite Cygnus Centurion","50","","0","59400","20000",""
"2510131","Elite Cygnus Centurion","90","","0","388800","20000",""
"2510132","Elite Cygnus Centurion","140","","0","2160000","20000",""
"2510133","Elite Cygnus Centurion","170","","0","4860000","400000",""
"2510200","Cygnus Faith Stone","50","","1","45000","10000",""
"2510201","Cygnus Faith Stone","90","","1","95000","10000",""
"2510202","Cygnus Faith Stone","140","","1","350000","10000",""
"2510203","Cygnus Faith Stone","170","","1","600000","10000",""
"2510210","Cygnus Faith Stone","50","","1","50000","20000",""
"2510211","Cygnus Faith Stone","90","","1","100000","20000",""
"2510212","Cygnus Faith Stone","140","","1","400000","20000",""
"2510213","Cygnus Faith Stone","170","","1","650000","20000",""
"2600000","Beetle","102","2853","0","198133","8614","0.014399418572373103"
"2600001","Dual Beetle","102","2853","0","198133","8614","0.014399418572373103"
"2600002","Hankie","102","2853","0","198133","8614","0.014399418572373103"
"2600003","Rash","102","2853","0","198133","8614","0.014399418572373103"
"2600004","Dark Rash","102","2853","0","198133","8614","0.014399418572373103"
"2600005","Hobi","102","2853","0","198133","8614","0.014399418572373103"
"2600006","Green Hobi","102","2853","0","198133","8614","0.014399418572373103"
"2600007","Griffey","102","34975","1","1725000","75000","0.02027536231884058"
"2600008","Harp","104","3043","0","217920","8955","0.01396383994126285"
"2600009","Blood Harp","104","3043","0","217920","8955","0.01396383994126285"
"2600010","Black Kentaurus","104","3043","0","217920","8955","0.01396383994126285"
"2600011","Red Kentaurus","104","3043","0","217920","8955","0.01396383994126285"
"2600012","Blue Kentaurus","104","3043","0","217920","8955","0.01396383994126285"
"2600013","Birk","104","3043","0","217920","8955","0.01396383994126285"
"2600014","Dual Birk","104","3043","0","217920","8955","0.01396383994126285"
"2600015","Kentaurus King","104","36575","1","1825000","75000","0.02004109589041096"
"2600016","Blue Dragon Turtle","106","3235","0","238787","9303","0.01354763869054848"
"2600017","Red Dragon Turtle","106","3235","0","238787","9303","0.01354763869054848"
"2600018","Rexton","106","3235","0","238787","9303","0.01354763869054848"
"2600019","Brexton","106","3235","0","238787","9303","0.01354763869054848"
"2600020","Jr. Newtie","106","3235","0","238787","9303","0.01354763869054848"
"2600021","Nest Golem","106","3235","0","238787","9303","0.01354763869054848"
"2600022","Manon","106","38150","1","1925000","75000","0.019818181818181818"
"2600023","Red Wyvern","108","3430","0","260760","9657","0.013153857953673876"
"2600024","Blue Wyvern","108","3430","0","260760","9657","0.013153857953673876"
"2600025","Dark Wyvern","108","3430","0","260760","9657","0.013153857953673876"
"2600026","Green Cornian","108","3430","0","260760","9657","0.013153857953673876"
"2600027","Dark Cornian","108","3430","0","260760","9657","0.013153857953673876"
"2600028","Skelegon","108","3430","0","260760","9657","0.013153857953673876"
"2600029","Skelosaurus","108","3430","0","260760","9657","0.013153857953673876"
"2600030","Leviathan","108","39700","1","2025000","75000","0.01960493827160494"
"2600100","White Desert Rabbit","112","3828","0","308130","10386","0.012423327816181481"
"2600101","Brown Desert Rabbit","112","3828","0","308130","10386","0.012423327816181481"
"2600102","Jr. Cactus","112","3828","0","308130","10386","0.012423327816181481"
"2600103","Cactus","112","3828","0","308130","10386","0.012423327816181481"
"2600104","Royal Cactus","112","3828","0","308130","10386","0.012423327816181481"
"2600105","Deo","112","42725","1","2225000","75000","0.019202247191011237"
"2600106","Bellamoa","114","4031","0","333581","10760","0.012084021571972026"
"2600107","Ear Plug Plead","114","4031","0","333581","10760","0.012084021571972026"
"2600108","Scarf Plead","114","4031","0","333581","10760","0.012084021571972026"
"2600109","Meerkat","114","4031","0","333581","10760","0.012084021571972026"
"2600110","Sand Rat","114","4031","0","333581","10760","0.012084021571972026"
"2600111","Thief Crow","114","44200","1","2325000","75000","0.019010752688172042"
"2600112","Scorpion","116","4236","0","360244","11141","0.011758696883223592"
"2600113","Sand Dwarf","116","4236","0","360244","11141","0.011758696883223592"
"2600114","Kiyo","116","4236","0","360244","11141","0.011758696883223592"
"2600115","Dark Sand Dwarf","116","4236","0","360244","11141","0.011758696883223592"
"2600116","Intruder","116","4236","0","360244","11141","0.011758696883223592"
"2600117","Desert Giant","116","45650","1","2425000","75000","0.018824742268041237"
"2600118","Pyramid Mummydog","118","4446","0","388145","11529","0.011454482216697369"
"2600119","Pyramid Skeleton","118","4446","0","388145","11529","0.011454482216697369"
"2600120","Mummy","118","4446","0","388145","11529","0.011454482216697369"
"2600121","Anubis","118","4446","0","388145","11529","0.011454482216697369"
"2600122","Horus","118","4446","0","388145","11529","0.011454482216697369"
"2600123","Advisor Mummy","118","4446","0","388145","11529","0.011454482216697369"
"2600125","Guardian Tower","118","47100","1","2525000","75000","0.018653465346534653"
"2600200","Green Mushroom","122","4870","0","447770","16431","0.010876119436317753"
"2600201","Devastated Green Mushroom","122","4870","0","447770","16431","0.010876119436317753"
"2600202","Orange Mushroom","122","4870","0","447770","16431","0.010876119436317753"
"2600203","Horny Mushroom","122","4870","0","447770","16431","0.010876119436317753"
"2600204","Blue Mushroom","122","4870","0","447770","16431","0.010876119436317753"
"2600205","Crying Blue Mushroom","122","4870","0","447770","16431","0.010876119436317753"
"2600206","Zombie Mushroom","122","4870","0","447770","16431","0.010876119436317753"
"2600207","Annoyed Zombie Mushroom","122","4870","0","447770","16431","0.010876119436317753"
"2600208","Mushmom","122","49900","1","2725000","100000","0.018311926605504587"
"2600209","Stone Golem","124","5086","0","479546","16975","0.010605864713708382"
"2600210","Dark Stone Golem","124","5086","0","479546","16975","0.010605864713708382"
"2600211","Mixed Golem","124","5086","0","479546","16975","0.010605864713708382"
"2600212","Icy Mixed Golem","124","5086","0","479546","16975","0.010605864713708382"
"2600213","Flaming Mixed Golem","124","5086","0","479546","16975","0.010605864713708382"
"2600214","Metal Golem","124","51275","1","2825000","100000","0.018150442477876106"
"2600215","Palm Tree Slime","126","5347","0","517049","17527","0.010341379637133039"
"2600216","Violet Clam Slime","126","5347","0","517049","17527","0.010341379637133039"
"2600217","Blue Tube Slime","126","5347","0","517049","17527","0.010341379637133039"
"2600218","Shrimp Slime","126","5347","0","517049","17527","0.010341379637133039"
"2600219","Flying Fish Slime","126","5347","0","517049","17527","0.010341379637133039"
"2600220","Starfish Octopus Slime","126","5347","0","517049","17527","0.010341379637133039"
"2600221","Seashell Octopus Slime","126","5347","0","517049","17527","0.010341379637133039"
"2600222","Captain Darkgoo","126","1","1","2950000","100000","3.389830508474576E-7"
"2600223","Copper Drake","128","5698","0","565248","18087","0.010080531023550724"
"2600224","Drake","128","5698","0","565248","18087","0.010080531023550724"
"2600225","Red Drake","128","5698","0","565248","18087","0.010080531023550724"
"2600226","Wild Cargo","128","5698","0","565248","18087","0.010080531023550724"
"2600227","Ice Drake","128","5698","0","565248","18087","0.010080531023550724"
"2600228","Dark Drake","128","5698","0","565248","18087","0.010080531023550724"
"2600229","Tauromacis","128","5698","0","565248","18087","0.010080531023550724"
"2600230","Taurospear","128","5698","0","565248","18087","0.010080531023550724"
"2600231","Jr. Balrog","128","55650","1","3125000","100000","0.017808"
"2600300","Straw Target Dummy","131","6429","0","663101","18945","0.009695355609477289"
"2600301","Wooden Target Dummy","131","6429","0","663101","18945","0.009695355609477289"
"2600302","The Book Ghost","131","6429","0","663101","18945","0.009695355609477289"
"2600303","Sage Cat","131","6429","0","663101","18945","0.009695355609477289"
"2600304","Master Dummy","131","6429","0","663101","18945","0.009695355609477289"
"2600305","King Sage Cat","131","61350","1","3500000","100000","0.017528571428571428"
"2600306","Chipmunk","133","6923","0","732324","19528","0.009453465952228795"
"2600307","Red Porky","133","6923","0","732324","19528","0.009453465952228795"
"2600308","Black Porky","133","6923","0","732324","19528","0.009453465952228795"
"2600309","Blue Flower Serpent","133","6923","0","732324","19528","0.009453465952228795"
"2600310","Red Flower Serpent","133","6923","0","732324","19528","0.009453465952228795"
"2600311","Giant Centipede","133","65075","1","3750000","100000","0.01735333333333333"
"2600312","Grizzly","135","7425","0","804815","20120","0.009225722681610059"
"2600313","Cute Reindeer","135","7425","0","804815","20120","0.009225722681610059"
"2600314","Peach Monkey","135","7425","0","804815","20120","0.009225722681610059"
