id,name,level,exp,hp
2600628,Giagantic Spirit Viking,168,20754,3193827
2600629,Phantom Watch,168,20754,3193827
2600630,Grim Phantom Watch,168,20754,3193827
2600631,Papulatus,168,20754,5125000
2600632,Papulatus,168,154425,5125000
2600700,Eye of Time,173,23586,3799785
2600701,Memory Monk,173,23586,3799785
2600702,Memory Monk Trainee,173,23586,3799785
2600703,Memory Guardian,173,23586,3799785
2600704,Chief Memory Guardian,173,23586,3799785
2600705,Dodo,173,170425,11500000
2600706,Qualm Monk,176,25319,4189194
2600707,Qualm Monk Trainee,176,25319,4189194
2600708,Qualm Guardian,176,25319,4189194
2600709,Chief Qualm Guardian,176,25319,4189194
2600710,Lilynouch,176,179825,12250000
2600711,Oblivion Monk,179,27075,4598524
2600712,Oblivion Monk Trainee,179,27075,4598524
2600713,Oblivion Guard,179,27075,4598524
2600714,Chief Oblivion Guardian,179,27075,4598524
2600715,Lyka,179,189075,13000000
2600800,Commander Will,180,189075,13250000
2600801,Fearful Thorn,180,189075,13250000
2600900,Frozen Terror,180,307400,21200000
2600901,Frozen Rage,180,307400,21200000
2600902,Frozen Anxiety,180,307400,21200000
2600903,Frozen Vanity,180,307400,21200000
2600904,Frozen Solitude,180,307400,21200000
2600905,Frozen Terror,140,124400,7400000
2600906,Frozen Rage,140,124400,7400000
2600907,Frozen Anxiety,140,124400,7400000
2600908,Frozen Vanity,140,124400,7400000
2600909,Frozen Solitude,140,124400,7400000
2600910,Giant Blackheart,140,248800,14800000
2600911,Giant Blackheart,180,614800,42400000
2700000,Bandage Mon,10,64640,10000000
2700001,Thermo Mon,10,64640,10000000
2700002,Squeeze Mon,10,64640,10000000
2700003,Agrippa Mon,10,64640,10000000
2700004,Farsighted Mon,10,64640,10000000
2700005,Ember Mon,10,64640,10000000
2700006,Harp Mon,10,64640,10000000
2700007,Drum Mon,10,64640,10000000
2700008,Shy Mon,10,64640,10000000
2700009,Bashful Mon,10,64640,10000000
2700010,Science!,50,900,135000
2700011,Hard Rocker,10,17,125
2700012,True Rocker,10,17,125
2700020,Mote,10,17,125
2700021,Shooting Mote,10,17,125
2700022,Flying Mote,10,17,125
2700023,Rolling Mote,10,17,125
2700024,Poison Mote,10,17,125
2700025,Hallow Mote,10,17,125
2700026,Hallow Mote,10,17,125
2700027,Empty Bottle,110,17,330000000
2700028,Empty Can,110,17,330000000
2700029,Magnus,60,0,1
2700030,Empty Bottle,110,0,330000000
2700031,Empty Can,110,0,330000000
2700100,Otherworldly Lady,200,64640,10000000
2700101,Otherworldly Artist,200,64640,10000000
2700102,Otherworldly Doctor,200,64640,10000000
2700103,Otherworldly Star,200,64640,2100000000
2700104,Otherworldly Kid,200,64640,10000000
2700110,Fistfight Troublemaker,10,17,125
2700111,Greedy Troublemaker,10,17,125
2700112,Forever Alone Troublemaker,10,17,125
2700113,Born Single Troublemaker,10,17,125
2700114,Two-faced Troublemaker,10,17,125
2700115,Squid Troublemaker,10,17,125
2700116,Proud Troublemaker,10,17,125
2700200,Otherworldly Beast,200,64640,10000000
2700201,Otherworldly Beast,200,64640,10000000
2700202,Otherworldly Beast,200,64640,10000000
2700203,Otherworldly Beast,200,64640,10000000
2700204,Otherworldly Beast,200,64640,10000000
2700300,Trainingbot B,10,0,9
2700301,King Omen,110,0,3085500
2700302,Trainingbot A,10,0,9
2700303,Shooter Mote,13,23,200
2700304,Flyer Mote,14,24,225
2700305,Roller Mote,15,26,250
2700306,Fistfight Troublemaker,16,28,1375
2700307,Forever Alone Troublemaker,17,30,1500
2700308,Two-faced Troublemaker,17,30,1500
2700309,Trainingbot C,12,21,175
2700310,Sparrow,20,30,300
2700311,Lupin,23,40,465
2700312,Malady,24,42,495
2700313,Omen,75,484,30000
2700314,Master Omen,77,584,38000
2700315,New Omen,100,1561,126000
2700316,New Master Omen,103,1789,150520
3000000,Sentinel,76,535,34000
3000001,Fairy,13,27,200
3000002,Fairy,13,27,200
3000003,Fairy,13,27,200
3000004,Fairy,13,27,200
3000005,Brown Teddy,112,2871,335085
3000006,Krip,77,584,38000
3000007,Royal Fairy,15,31,250
3100101,Sand Dwarf ,90,1188,90000
3100102,Kiyo,89,1145,86000
3110100,Ligator,46,139,5040
3110101,Pink Teddy,112,2871,335085
3110102,Ratz,93,1316,102000
3110300,Cube Slime,91,1231,94000
3110301,Dark Sand Dwarf,90,1188,90000
3110302,Rumo,92,1274,98000
3110303,Triple Rumo,93,1316,102000
3150000,Safety First,31,77,1980
3150001,Baby Boulder Muncher,33,86,2400
3150002,Big Boulder Muncher,35,95,2800
3210100,Fire Boar,58,215,9800
3210200,Jr. Cellion,70,355,20000
3210201,Jr. Lioner,70,355,20000
3210202,Jr. Grupin,70,355,20000
3210203,Panda Teddy,112,2871,335085
3210204,Roloduck,113,2963,348075
3210205,Black Ratz,93,1316,102000
3210206,Helly,94,1358,106000
3210207,Tick,114,3055,362700
3210208,Retz,53,175,7200
3210450,Scuba Pepe,78,635,42000
3210800,Lupin,26,56,580
3220000,Stumpy,25,880,3750
3220001,Deo,90,30500,2250000
3230100,Curse Eye,27,50,650
3230101,Jr. Wraith,44,131,4600
3230102,Lorang,26,47,580
3230103,King Bloctopus,96,1440,114000
3230104,Mask Fish,78,635,42000
3230200,Star Pixie,74,458,28000
3230300,Jr. Boogie,15,26,250
3230301,Jr. Boogie,15,26,250
3230302,Bloctopus,95,1399,110000
3230303,Propelly,94,1358,106000
3230304,Planey,94,1358,106000
3230305,Toy Trojan,113,2963,348075
3230306,Chronos,115,3148,377625
3230307,Chirppy,94,1358,106000
3230308,Tweeter,94,1358,106000
3230400,Drumming Bunny,94,1358,106000
3230405,Jr. Seal,78,635,42000
3300000,Renegade Spores,30,86,1800
3300001,Poison Mushroom,31,91,1980
3300002,Intoxicated Pig,32,97,2200
3300003,Helmet Pepe,33,103,2400
3300004,Royal Guard Pepe,34,108,2600
3300005,Grey Yeti and King Pepe,35,0,70000
3300006,Gold Yeti and King Pepe,35,0,70000
3300007,White Yeti and King Pepe,35,0,70000
3300008,Prime Minister,38,0,85000
3300100,Mushroom Chandelier,60,233,11000
3300101,Mushroom Knight Armor,61,245,11800
3300102,Exhausted Viking,62,256,12600
3300103,Tired Viking,62,256,12600
3300104,Warm Viking,63,266,13400
3300105,Generous Viking,63,266,13400
3300106,Solemn Viking,64,278,14200
3300107,Serious Viking,64,278,14200
3300108,Master Squid,65,289,15000
3300109,Viking Squad,63,289,26800
3300110,Black Viking,65,289,70000
3300111,Viking Squad,60,0,1
3300112,Castle Gate,60,0,2000
3400000,Cherry Bubble Tea,37,124,3200
3400001,Mango Bubble Tea,38,127,3400
3400002,Melon Bubble Tea,39,133,3600
3400003,Yeti Doll Claw Game,40,138,3800
3400004,Yeti Doll  ,37,6,600
3400005,Jr. Pepe Doll Claw Game,40,138,3800
3400006,Jr. Pepe Doll  ,37,6,600
3400007,Transformed Doll Claw Game,41,142,4000
3400008,Transformed Doll Claw Game,41,142,4000
3401000,Palm Tree Slime,35,95,2800
3401001,Coconut Slime,35,95,2800
3401002,Emerald Clam Slime,36,100,3000
3401003,Violet Clam Slime,36,100,3000
3401004,Seagull Slime,37,103,3200
3401005,Red Tube Slime,38,107,3400
3401006,Blue Tube Slime,38,107,3400
3401007,Shrimp Slime,39,112,3600
3401008,Flying Fish Slime,40,115,3800
3401009,Starfish Octopus Slime,41,119,4000
3401010,Seashell Octopus Slime,42,124,4200
3401011,Captain Darkgoo,45,124,160000
3501000,Firefly Slime,30,86,1800
3501001,Fairy Slime,31,91,1980
3501002,Water Sprite,32,97,2200
3501003,Forest Sprite,32,97,2200
3501004,Grumpy Tome,33,103,2400
3501005,Raging Tome,34,108,2600
3501006,Oniony,35,114,2800
3501007,Turnipy,35,114,2800
3501008,Mole King,38,0,85000
3501009,Mystic Wisp,32,97,2200
3502000,Ammonite Grumpil,51,194,6400
3502001,Fish Grumpil,51,194,6400
3502002,Corrupter Barrels,52,202,6800
3502003,Polluter Barrel,52,202,6800
3502004,Possibly-Evil Seal,53,210,7200
3502005,Possibly-Evil Walrus,53,210,7200
3502006,Warmer Bot,54,217,7600
3502007,Shaver Bot,54,217,7600
3502008,Demolishizer,55,4960,335000
3503000,Polluted Tree Sap,210,85029,19933200
3503001,Defiled Tree Sap,212,89158,21036600
3503002,Dark Demon Swordsman,216,97386,23325000
3503003,Dark Demon Swordmaster,220,106104,25748800
3503004,Dark Demon Axeman,220,106104,25748800
3503005,Dark Demon Axemaster,222,110562,27016400
3503006,Dark Demon Shieldbearer,226,119943,29638000
3503007,Dark Demon Shieldmaster,228,124604,30992000
3503008,Dark Demon Wolfrider,228,124604,30992000
3503009,Dark Demon Wolfmaster,230,129324,32374800
3503010,Dark Demon Eagle Rider,210,85029,19933200
3503011,Dark Demon Eagle Rider,1,0,1
3503012,Corrupted Imp,210,85029,19933200
3503013,Corrupted Imp,1,0,1
4090000,Iron Hog,42,124,4200
4110300,Iron Mutae,91,1231,94000
4110301,Reinforced Iron Mutae,92,1274,98000
4110302,Mithril  mutae,93,1316,102000
4130100,Copper Drake,66,302,16000
4130101,Tortie,28,53,720
4130102,Dark Nependeath,75,484,30000
4130103,Rombot,98,7610,610000
4130104,Dark Nependeath,75,484,30000
4220000,Seruf,82,20675,1450000
4220001,Seruf,82,20675,67000
4230100,Cold Eye,28,53,720
4230101,Zombie Lupin,28,64,720
4230102,Wraith,45,134,4800
4230103,Iron Hog,56,197,8600
4230104,Clang,27,50,650
4230105,Nependeath,75,484,30000
4230106,Lunar Pixie,74,458,28000
4230107,Flyeye,122,3174,487230
4230108,[*]Jr. Cerebes,132,16296,3784500
4230109,Block Golem,96,1440,114000
4230110,King Block Golem,97,1481,118000
4230111,Robo,113,2963,348075
4230112,Master Robo,114,3055,362700
4230113,Tick-Tock,114,3055,362700
4230114,Platoon Chronos,115,3148,377625
4230115,Master Chronos,115,3148,377625
4230116,Barnard Gray,77,584,38000
4230117,Zeta Gray,78,635,42000
4230118,Ultra Gray,79,684,46000
4230119,Mateon,73,433,26000
4230120,Plateon,74,458,28000
4230121,Mecateon,75,484,30000
4230122,Nependeath,75,484,30000
4230123,Sparker,80,732,50000
4230124,Freezer,80,732,50000
4230125,Skeledog,62,256,12600
4230126,Mummydog,62,256,12600
4230127,Mateon,165,17910,4142000
4230128,Plateon,167,19084,4464000
4230129,Barnard Gray,169,20280,4796400
4230130,Ultra Gray,171,21579,5148000
4230131,Gray Commuter Saucer,173,22823,5510800
4230132,Gray Luxury Saucer,175,24173,5884800
4230133,Mecateon,176,24859,6076000
4230134,MT-09,177,25551,6270000
4230137,White Robosaucer,178,26159,6466800
4230138,Black Robosaucer,179,26864,6666400
4230139,OMNI-CLN,190,26864,2000000000
4230140,Barnard Gray,110,26864,4970800
4230141,[*] Gray Commuter Saucer,178,78477,32334000
4230142,[*] Gray Luxury Saucer,180,82722,34344000
4230200,Poopa,79,684,46000
4230201,Poison Poopa,79,684,46000
4230300,Moon Bunny,55,187,8000
4230400,Iron Boar,57,206,9200
4230500,Chipmunk,126,5102,675432
4230501,Red Porky,127,5230,697680
4230502,Black Porky,127,5230,697680
4230503,Blue Flower Serpent,127,5230,697680
4230504,Red Flower Serpent,127,5230,697680
4230505,Jar,129,5737,779220
4230506,Ginseng Jar,129,5737,779220
4230600,Desert Giant ,90,1188,90000
4240000,Chief Gray,80,732,50000
4250000,Mossy Snail,98,1522,122000
4250001,Tree Rod,98,1522,122000
4300000,Blue Perfume,42,1522,1
4300001,Blue Perfume,42,124,4200
4300002,Yellow Perfume,42,124,1
4300003,Yellow Perfume,42,124,4200
4300004,Pink Perfume,42,124,1
4300005,Pink Perfume,42,124,4200
4300006,Kid Mannequin,43,127,4400
4300007,Female Mannequin,44,131,4600
4300008,Male Mannequin,45,134,4800
4300009,Latest Hits Compilation,46,139,5040
4300010,Greatest Oldies,47,143,5280
4300011,Cheap Amplifier,48,148,5520
4300012,Fancy Amplifier,49,151,5760
4300013,Spirit of Rock,48,6150,138000
4300014,Greatest Oldies,50,156,6000
4300015,Cheap Amplifier,50,156,6000
4300016,Fancy Amplifier ,50,156,6000
4300017,Spirit of Rock's Soul,48,156,1
4310000,Greatest Oldies Album,145,8631,1326150
4310001,Latest Hits Album,145,8631,1326150
4310002,Next-gen Speaker,146,8928,1373850
4310004,Blue Raspberry Jelly Juice,147,9186,1425600
4310005,Grape Jelly Juice,148,9445,1478250
4310006,Enraged Espresso Machine,149,9752,1531800
4310007,Green Notebook,150,10019,1586250
4310008,Blue Notebook,151,10286,1641600
4310009,Yellow Headphones,152,10811,1732500
4310010,Red Headphones,153,11294,1825200
4310011,Killer Cosmetics,154,11832,1919700
4310012,Deadly Dressing Table,155,12325,2020200
4310013,Harried Hair Roller,155,12325,2020200
4310014,Peeved Perm Machine,155,12325,2020200
4310015,Spirit of Rock,155,0,202020000
4310016,Frenzied Peri Dotts,151,0,164160000
4310017,[*] Enraged Espresso Machine,155,36975,10101000
4310018,[*] Blue Notebook,157,40143,11092500
4310019,[*] Red Headphones,159,43386,12144000
4310020,[*] Deadly Dressing Table,161,46692,17612000
4310021,[*] Harried Hair Roller,162,48474,18375000
5090000,Shade,45,134,4800
5090001,Master Dummy,128,114200,15375000
5100000,Jr. Yeti,78,635,42000
5100001,Transforming Jr. Yeti,117,635,406890
5100002,Firebomb,51,162,6400
5100003,Hodori,58,215,9800
5100004,Samiho,62,256,12600
5100005,Hogul,60,233,11000
5100100,Moon Bunny,130,4996,684450
5100101,Dark Axe Stump,132,6518,756900
5100102,Hodori,134,5911,834675
5100103,Hogul,135,6138,876000
5100104,Three-Tailed Fox,136,6369,915750
5100105,Blin,137,6369,300000
5100106,Blue King Goblin,138,6836,1000125
5100107,Green King Goblin,139,7111,1042200
5100108,Yellow King Goblin,140,7352,1087800
5100109,Blin,137,6603,656250
5100200,Hongbu,132,1,3784500
5100201,Mighty Jangjung,132,1,3784500
5100202,Heroic Hogul,132,1,3784500
5100203,Goblin,132,1,5676750
5110300,Reinforced Mithril Mutae,94,1358,106000
5110301,Roid ,95,1399,110000
5110302,Neo Huroid,95,1399,110000
5120000,Luster Pixie,74,458,28000
5120001,Cellion,71,382,22000
5120002,Lioner,71,382,22000
5120003,Grupin,71,382,22000
5120100,MT-09,76,535,34000
5120500,Grizzly,128,5482,738000
5120501,Bellflower Root,129,5737,779220
5120502,Sr. Bellflower Root,129,5737,779220
5120503,Straw Target Dummy,126,5102,675432
5120504,Wooden Target Dummy,126,5102,675432
5120505,Cute Reindeer,128,5482,738000
5120506,The Book Ghost,128,5482,738000
5120507,Gigantic Bellflower Root,137,165075,23906250
5130100,Drake,67,316,17000
5130101,Stone Golem,15,26,250
5130102,Dark Stone Golem,16,28,275
5130103,Croco,47,143,5280
5130104,Hector,80,732,50000
5130105,Dark Jr. Yeti,78,635,42000
5130106,Transforming Dark Jr. Yeti,119,635,437235
5130107,Coolie Zombie,124,4012,522060
5130108,[*]Miner Zombie,132,16296,3784500
5140000,White Fang,81,780,54000
5150000,Mixed Golem,17,30,300
5150001,Skeleton Soldier,63,266,13400
5150002,Icy Mixed Golem,18,38,325
5150003,Flaming Mixed Golem,19,39,350
5160000,Rabbit,75,581,36000
5160001,Golden Rabbit,76,581,40800
5160002,Scorpie,79,821,55200
5160003,Golden Scorpie,80,878,60000
5160004,Ferret,77,701,45600
5160005,Tragos,81,701,54000
5160006,Kephivara,80,701,50000
5200000,Jr. Sentinel,76,535,34000
5200001,Ice Sentinel,76,535,34000
5200002,Fire Sentinel,76,535,34000
5220000,King Clang,40,960,19000
5220001,King Clang,30,960,5000
5220002,Faust,30,600,9000
5220003,Timer,115,78700,9440625
5220004,Giant Centipede,132,135800,18922500
5250000,Mossy Mushroom,98,1522,122000
5250001,Stone Bug,98,1522,122000
5250002,Primitive Boar,99,1561,126000
5250003,Violent Primitive Boar,99,1561,126000
5250004,Chao,100,82450,4250000
5250005,Ancient Fairy,100,1601,130000
5250006,Shining Fairy,100,1601,130000
5250007,Ephenia,102,179700,9500000
5300000,Leatty,77,584,38000
5300001,Dark Leatty,77,584,38000
5300100,Malady,30,86,1800
5400000,Jr. Pepe,77,584,38000
6090000,Riche,125,160620,7750000
6090001,Snow Witch,82,20675,1450000
6090002,Bamboo Warrior,130,89928,13689000
6090003,Scholar Ghost,70,17760,500000
6090004,Rurumo,95,8050,350000
6110300,Homun,94,1358,106000
6110301,Saitie,95,1399,110000
6130100,Red Drake,68,329,18000
6130101,Mushmom,18,280,2500
6130102,Separated Pepe,120,5412,453600
6130103,Pepe,79,684,46000
6130104,Boogie,70,296,22200
6130200,[*]Buffy,115,9444,1888125
6130201,Blin,64,9444,14200
6130202,Morphed Blin,64,557,14200
6130203,Panda,128,5482,738000
6130204,Mr. Alli,130,5995,821340
6130207,Peach Monkey,128,5482,738000
6130208,Kru,130,5995,821340
6130209,Sage Cat,128,5482,738000
6150000,Guard Robot,81,780,54000
6160000,Golden Ferret,78,762,50400
6160001,Mammoth,81,936,64800
6160002,Golden Mammoth,82,992,69600
6160003,Xerxes,83,34200,5520000
6160004,Xerxes's Ghost,63,34200,1
6220000,Dyle,50,3900,300000
6220001,Zeno,82,26450,1050000
6230100,Wild Kargo,69,342,19000
6230101,Puco,73,361,30000
6230200,Dark Pepe,79,684,46000
6230201,Separated Dark Pepe,121,5562,470265
6230300,[*]Lazy Buffy,116,9729,1956975
6230400,[*]Soul Teddy,115,9444,1888125
6230401,Jr. Lucida ,72,408,24000
6230500,[*]Master Soul Teddy,116,9729,1956975
6230600,Ice Drake,68,329,18000
6230601,Dark Drake,69,342,19000
6230602,Officer Skeleton,64,278,14200
6300000,Yeti,117,3339,406890
6300001,Transformed Yeti,117,6678,406890
6300002,Separated Yeti,120,5412,453600
6300003,Punco,76,446,60000
6300004,Pachu,66,200,38000
6300005,Zombie Mushmom,66,15100,800000
6300100,[*]Buffoon,116,9729,1956975
6400000,Dark Yeti,119,3510,437235
6400001,Transformed Dark Yeti,119,7020,437235
6400002,Separated Dark Yeti,121,5562,470265
6400003,Cuzco,69,285,9500
6400004,Opachu,85,710,80000
6400005,Jr. Balrog,44,10,50000
6400006,Crimson Balrog,44,10,50000
6400007,Baby Balrog,48,10,2800
6400008,Jr. Balrog,50,10,22500
6400009,Crimson Balrog,50,10,21000
6400100,[*]Deep Buffoon,117,10017,2034450
6500000,Thief Crow,72,408,24000
6500001,Sakura Kappa,73,433,26000
6500002,Sakura Genin,74,458,28000
6500003,Sakura Chunin,75,484,30000
6500004,Sakura Jonin,76,535,34000
6500005,Sakura Ninto,77,584,38000
6500006,Sakura Samurai,78,635,42000
6500010,Sakura Toad,80,488,30000
6500011,Daimyo Toad,80,488,2300000
6500012,Gigatoad,80,28500,4600000
6500013,Sakura Genin,74,28500,14000
6500014,Sakura Chunin,75,28500,15000
6500015,Sakura Jonin,76,28500,17000
7090000,Security Camera,97,45850,2050000
7110300,D. Roy,95,1399,110000
7110301,Homunculus,95,1399,110000
7120100,Apsu,130,118950,6750000
7120101,Apsu,132,126450,7250000
7120102,Apsu,134,133850,7750000
7120103,Red Slime,120,3007,453600
7120104,Silver Slime,120,3007,453600
7120105,Gold Slime,120,3007,453600
7120106,Overlord A,127,3632,581400
7120107,Overlord B,129,3984,649350
7120108,Robby,130,4163,684450
7120109,Iruvata,131,4344,720300
7120110,Blazing Imp,110,32980,1700000
7120111,Pointy Imp,120,38800,2100000
7120112,Elite Blazing Imp,180,40000,4700000
7120113,Elite Pointy Imp,190,45000,6600000
7120114,Elite Blazing Imp,180,12000,1000000
7120115,Elite Pointy Imp,190,18000,2000000
7130000,Lucida,73,433,26000
7130001,[*]Cerebes,134,17733,4173375
7130002,Beetle,103,1789,150520
7130003,Dual Beetle,104,1858,157680
7130004,Hankie,105,1914,165750
7130010,[*]Death Teddy,118,10242,2105850
7130020,Goby,106,1984,173250
7130100,Tauromacis,70,355,20000
7130101,Taurospear,70,355,20000
7130102,Yeti and Pepe,120,5412,453600
7130103,Commander Skeleton,65,289,15000
7130104,Captain,131,6254,864360
7130200,Werewolf,122,3808,487230
7130300,[*]Master Death Teddy,119,10530,2186175
7130400,Yellow King Goblin,66,400,25000
7130401,Blue King Goblin,66,400,25000
7130402,Green King Goblin,66,400,25000
7130500,Rash,103,1789,150520
7130501,Dark Rash,104,1858,157680
7130600,Hobi,104,1858,157680
7130601,Green Hobi,105,1914,165750
7130602,Thorny Vine,100,1914,8000
7140000,[*]Ghost Pirate,118,10242,2105850
7150000,Racoco,81,780,54000
7150001,Big Spider,82,827,58000
7150002,Cart Bear,82,827,58000
7150003,Racaroni,83,875,62000
7150004,Guard Robot L,84,920,66000
7160000,[*]Dual Ghost Pirate,119,10530,2186175
7220000,Tae Roon,130,124900,17111250
7220001,Nine-Tailed Fox,65,2410,75000
7220002,King Sage Cat,130,124900,17111250
7220003,Bergamot,130,124900,3000246
7220004,Bergamot,130,124900,3000246
7220005,Bergamot,130,286936,3000246
8090000,Deet and Roi,98,60000,2850000
8105000,Raco,83,875,62000
8105001,Security System,84,920,66000
8105002,Enhanced Security System,84,920,66000
8105003,AF Android,85,966,70000
8105004,Broken DF Android,85,966,70000
8105005,Ore Muncher,85,966,70000
8110300,Homunscullo,97,1481,118000
8120100,Apsu,137,144800,8500000
8120101,Apsu,140,155500,9250000
8120102,Afterlord,132,4527,756900
8120103,Prototype Lord,133,4737,796500
8120104,Maverick Type A,134,4926,834675
8120105,Maverick Type S,135,5115,876000
